iter	RMSE
399	13.77290367
400	13.77017972
401	13.76697682
402	13.76274943
403	13.75073068
404	13.74349213
405	13.73434358
406	13.72738712
407	13.72369971
408	13.71753125
409	13.7066289
410	13.70159756
411	13.69304613
412	13.68424136
413	13.67775105
414	13.67432359
415	13.67204853
416	13.66861955
417	13.66320249
418	13.65160229
419	13.64728563
420	13.64403013
421	13.64081708
422	13.63772615
423	13.63467819
424	13.62353078
425	13.61958738
426	13.61576768
427	13.60823532
428	13.60374179
429	13.59743254
430	13.58985258
431	13.58201108
432	13.57836808
433	13.57501858
434	13.57046042
435	13.5621294
436	13.55626978
437	13.55180242
438	13.54731928
439	13.5420577
440	13.53067365
441	13.52745432
442	13.5216468
443	13.51753172
444	13.51329393
445	13.50763415
446	13.5038372
447	13.49742603
448	13.49260058
449	13.48408719
450	13.47881858
451	13.47667535
452	13.46885721
453	13.46261261
454	13.45777997
455	13.449082
456	13.44447778
457	13.43954328
458	13.4283386
459	13.42236157
460	13.41354619
461	13.40695622
462	13.40278292
463	13.39893057
464	13.39269604
465	13.38686601
466	13.38376747
467	13.37716899
468	13.37038007
469	13.3611244
470	13.35801917
471	13.35376838
472	13.34835579
473	13.34349281
474	13.33582392
475	13.33078675
476	13.32804647
477	13.32184131
478	13.31259894
479	13.3033124
480	13.29914628
481	13.29527696
482	13.28765675
483	13.28324765
484	13.27675429
485	13.2737979
486	13.26957021
487	13.26453696
488	13.25912181
489	13.25555364
490	13.24884221
491	13.23844772
492	13.22894476
493	13.22036387
494	13.21183352
495	13.20338708
496	13.20007583
497	13.19643029
498	13.18827618
499	13.18077568
500	13.17437589
501	13.17170591
502	13.16689734
503	13.16092051
504	13.15597994
505	13.15359815
506	13.15009434
507	13.14123049
508	13.13885211
509	13.13644031
510	13.13311069
511	13.12536554
512	13.12106654
513	13.11566407
514	13.11002211
515	13.10769579
516	13.1048959
517	13.10097656
518	13.09761342
519	13.09482324
520	13.08636775
521	13.07653149
522	13.07365504
523	13.06360165
524	13.05861653
525	13.05378822
526	13.04522126
527	13.04389079
528	13.03591837
529	13.03363462
530	13.02788127
531	13.02444487
532	13.01868897
533	13.01036989
534	13.00237664
535	12.99555352
536	12.99042273
537	12.98828597
538	12.98572969
539	12.98090301
540	12.97772727
541	12.97562138
542	12.97018572
543	12.96799206
544	12.9587828
545	12.95680598
546	12.9554773
547	12.95306536
548	12.94732984
549	12.94350032
550	12.93778511
551	12.93183962
552	12.92732109
553	12.91799717
554	12.91599931
555	12.91334111
556	12.905759
557	12.89875414
558	12.89249699
559	12.8900858
560	12.88488645
561	12.87546849
562	12.87335265
563	12.87111188
564	12.86768242
565	12.8616159
566	12.85303595
567	12.84709531
568	12.83981911
569	12.83256504
570	12.82676412
571	12.82456177
572	12.81852082
573	12.81580254
574	12.81145127
575	12.80959953
576	12.80729883
577	12.80516917
578	12.80019712
579	12.79845379
580	12.79740705
581	12.790351
582	12.78435556
583	12.78021522
584	12.76902351
585	12.76732783
586	12.75929268
587	12.75476705
588	12.74870863
589	12.74305695
590	12.73689287
591	12.73347353
592	12.72882765
593	12.72372635
594	12.72060377
595	12.71783831
596	12.71317996
597	12.70939361
598	12.7048651
599	12.70401727
600	12.69987254
601	12.69012946
602	12.68372022
603	12.68047701
604	12.67381191
605	12.66795992
606	12.66150834
607	12.65574239
608	12.6507869
609	12.64894697
610	12.64275886
611	12.6406383
612	12.63378199
613	12.62897968
614	12.62037461
615	12.61613628
616	12.61418538
617	12.60867583
618	12.60498718
619	12.59620457
620	12.59456724
621	12.5910034
622	12.58942037
623	12.58436232
624	12.57897734
625	12.57582213
626	12.57054996
627	12.56331624
628	12.56060365
629	12.55700467
630	12.55311466
631	12.54767163
632	12.54653295
633	12.5385993
634	12.53457307
635	12.52621409
636	12.51953691
637	12.51236374
638	12.50605431
639	12.50237007
640	12.49811904
641	12.49310989
642	12.48407124
643	12.47664091
644	12.47114655
645	12.46607817
646	12.46193145
647	12.45658479
648	12.45157279
649	12.44376088
650	12.44113175
651	12.43608059
652	12.42897889
653	12.42157236
654	12.4157587
655	12.40879256
656	12.4042397
657	12.39834034
658	12.39400315
659	12.38665614
660	12.383696
661	12.38021128
662	12.37836375
663	12.37264309
664	12.36834256
665	12.36369885
666	12.36120188
667	12.35873764
668	12.35449608
669	12.34515837
670	12.33875797
671	12.33191934
672	12.3261459
673	12.31466362
674	12.31143934
675	12.30696802
676	12.3014557
677	12.29799476
678	12.29335215
679	12.28457148
680	12.28070694
681	12.27528784
682	12.27169983
683	12.26932671
684	12.26681163
685	12.26475415
686	12.25978518
687	12.25595169
688	12.25231667
689	12.2484005
690	12.24566685
691	12.23884954
692	12.2347294
693	12.23047325
694	12.22168226
695	12.21806967
696	12.21247969
697	12.20715393
698	12.20586438
699	12.20077676
700	12.19878138
701	12.18977856
702	12.18790344
703	12.18377889
704	12.18155953
705	12.1764867
706	12.16859736
707	12.1608749
708	12.15668481
709	12.15286739
710	12.15150732
711	12.14371587
712	12.14082987
713	12.13211201
714	12.12913012
715	12.12400028
716	12.12212226
717	12.12081379
718	12.11622859
719	12.11362893
720	12.10902476
721	12.10476713
722	12.10062478
723	12.09447445
724	12.08615832
725	12.08337894
726	12.0793631
727	12.07474604
728	12.0675315
729	12.06259147
730	12.05903091
731	12.05361609
732	12.0510137
733	12.04920067
734	12.04682129
735	12.04365677
736	12.03738201
737	12.03449026
738	12.02983912
739	12.02465772
740	12.02161378
741	12.01711907
742	12.01300014
743	12.00834287
744	12.00123786
745	11.99597516
746	11.98919293
747	11.98595064
748	11.98071423
749	11.97677612
750	11.97257121
751	11.96651389
752	11.96410902
753	11.9591057
754	11.9567216
755	11.95473335
756	11.94941502
757	11.94822294
758	11.94285719
759	11.94205577
760	11.93677309
761	11.93219224
762	11.92734656
763	11.92570114
764	11.92009632
765	11.91532898
766	11.91023653
767	11.90792853
768	11.90292755
769	11.89576006
770	11.89159678
771	11.8875313
772	11.88634488
773	11.88475962
774	11.88153117
775	11.87540588
776	11.8726963
777	11.87156723
778	11.86902485
779	11.86426081
780	11.86020968
781	11.85503626
782	11.85092656
783	11.84492904
784	11.84150384
785	11.8363825
786	11.83154564
787	11.82796223
788	11.82624994
789	11.82205319
790	11.82074134
791	11.81688579
792	11.81172483
793	11.81061326
794	11.80603502
795	11.80116466
796	11.79775252
797	11.79196967
798	11.78855725
799	11.78566758
800	11.7827632
801	11.7808322
802	11.77720095
803	11.77553865
804	11.77285942
805	11.77128312
806	11.76640058
807	11.76061231
808	11.76042678
809	11.75696028
810	11.75317208
811	11.74914514
812	11.74403701
813	11.73894506
814	11.73338249
815	11.73122334
816	11.72801344
817	11.72427321
818	11.72085679
819	11.71749727
820	11.71482502
821	11.70736721
822	11.70251046
823	11.69779153
824	11.69174635
825	11.69039366
826	11.68741615
827	11.68395657
828	11.68162844
829	11.67501571
830	11.67255837
831	11.66959791
832	11.66594774
833	11.66484905
834	11.661555
835	11.655205
836	11.65258149
837	11.64923191
838	11.64211389
839	11.63740219
840	11.63409752
841	11.63284159
842	11.6296457
843	11.62740327
844	11.6249001
845	11.62050848
846	11.61857463
847	11.61375918
848	11.61237492
849	11.60713757
850	11.6014623
851	11.59944224
852	11.59397512
853	11.59156565
854	11.589539
855	11.58847711
856	11.58267835
857	11.57894695
858	11.57310575
859	11.56952742
860	11.56745039
861	11.56090735
862	11.55589739
863	11.55007766
864	11.543971
865	11.53934212
866	11.53840453
867	11.53457086
868	11.5301559
869	11.52489419
870	11.5221085
871	11.51765854
872	11.51460652
873	11.51005233
874	11.50639567
875	11.50364516
876	11.50186305
877	11.49826782
878	11.49332227
879	11.4903688
880	11.48334465
881	11.47853305
882	11.47559954
883	11.47148921
884	11.46673872
885	11.46391509
886	11.45662437
887	11.45382958
888	11.45082234
889	11.44679737
890	11.44408315
891	11.44212909
892	11.43890093
893	11.43472528
894	11.43102904
895	11.4251395
896	11.42059891
897	11.41308056
898	11.41192468
899	11.40805888
900	11.40435665
901	11.39934328
902	11.39575605
903	11.39127538
904	11.3880963
905	11.38347556
906	11.3811341
907	11.380359
908	11.3750203
909	11.3709562
910	11.36473025
911	11.36242074
912	11.35919336
913	11.3507407
914	11.34617594
915	11.3439026
916	11.34010455
917	11.33424907
918	11.329405
919	11.32098129
920	11.31684417
921	11.31220617
922	11.31074117
923	11.3062957
924	11.30197561
925	11.29963789
926	11.29368724
927	11.2908846
928	11.28614568
929	11.28243896
930	11.27941777
931	11.277015
932	11.2728468
933	11.26959887
934	11.26632417
935	11.26322133
936	11.25972431
937	11.25559951
938	11.25213421
939	11.24257104
940	11.23914941
941	11.23523046
942	11.22779974
943	11.2250659
944	11.22363822
945	11.22105072
946	11.21669293
947	11.21220909
948	11.21052793
949	11.20789619
950	11.20536053
951	11.20158425
952	11.19902041
953	11.1949462
954	11.19250539
955	11.18845044
956	11.18504375
957	11.17494495
958	11.17126812
959	11.16681304
960	11.16451999
961	11.15756047
962	11.15183037
963	11.14830527
964	11.1455914
965	11.14013023
966	11.13701249
967	11.13516559
968	11.1335023
969	11.12986589
970	11.12597969
971	11.12318887
972	11.12031137
973	11.11750688
974	11.11657896
975	11.11320649
976	11.11110705
977	11.10907246
978	11.10515285
979	11.10289072
980	11.09932857
981	11.09670523
982	11.09018563
983	11.08372462
984	11.08084273
985	11.07570153
986	11.07356612
987	11.07179306
988	11.06509738
989	11.06290128
990	11.0588736
991	11.05608857
992	11.04870266
993	11.04730752
994	11.04285247
995	11.04157316
996	11.03678614
997	11.03354297
998	11.03188013
999	11.02743467
